timestamp,x,y,frame_no,frame_count,confidence,detection_method,camera
16433.333333333332,1117,519,987,987,0.5475231182850782,BG,2
16433.333333333332,688,547,987,987,0.4,LK,1
16450.0,1123,518,988,988,0.6151515150938157,BG,2
16450.0,674,545,988,988,0.6966144331963885,BG,1
16466.666666666664,666,544,989,989,0.5659309363890113,BG,1
16466.666666666664,1128,517,989,989,0.6108759556927862,BG,2
16483.333333333336,660,543,990,990,0.5109475067402145,BG,1
16483.333333333336,950,495,990,990,0.8061450660379307,BG,2
16500.0,955,495,991,991,0.8061450660379307,BG,2
16500.0,653,542,991,991,0.4,LK,1
16516.666666666664,650,541,992,992,0.3,LK,1
16516.666666666664,1144,515,992,992,0.5126262625781798,BG,2
16533.333333333332,1150,514,993,993,0.534516461231188,BG,2
16533.333333333332,646,542,993,993,0.2,LK,1
16550.0,1155,515,994,994,0.5885080904287388,BG,2
16550.0,645,543,994,994,0.2,LK,1
16566.666666666668,1160,515,995,995,0.4,LK,2
16566.666666666668,645,543,995,995,0.2,LK,1
16583.333333333332,1165,515,996,996,0.3,LK,2
16583.333333333332,645,543,996,996,0.2,LK,1
16600.0,645,544,997,997,0.2,LK,1
16600.0,1169,516,997,997,0.2,LK,2
16616.666666666668,1174,518,998,998,0.6288121515433458,BG,2
16616.666666666668,645,544,998,998,0.2,LK,1
16633.333333333332,1179,519,999,999,0.6288121515433458,BG,2
16633.333333333332,645,544,999,999,0.2,LK,1
16650.0,645,543,1000,1000,0.2,LK,1
16650.0,1183,520,1000,1000,0.4,LK,2
16666.666666666668,1188,521,1001,1001,0.3,LK,2
16666.666666666668,645,543,1001,1001,0.2,LK,1
16683.333333333332,588,551,1002,1002,0.4663378894329071,YOLO,1
16683.333333333332,1192,523,1002,1002,0.2,LK,2
16700.0,588,550,1003,1003,0.4,LK,1
16700.0,1196,525,1003,1003,0.2,LK,2
16716.666666666664,589,548,1004,1004,0.3,LK,1
16716.666666666664,1192,521,1004,1004,0.2,LK,2
16733.333333333336,1192,524,1005,1005,0.2,LK,2
16733.333333333336,590,547,1005,1005,0.2,LK,1
16750.0,1192,518,1006,1006,0.2,LK,2
16750.0,591,545,1006,1006,0.2,LK,1
16766.666666666664,944,482,1007,1007,0.5519139748323036,BG,2
16766.666666666664,592,542,1007,1007,0.2,LK,1
16783.333333333332,944,481,1008,1008,0.4,LK,2
16783.333333333332,587,548,1008,1008,0.49522820115089417,YOLO,1
16800.0,915,475,1009,1009,0.5802172555929346,BG,2
16800.0,600,537,1009,1009,0.4,LK,1
16816.666666666668,1161,505,1010,1010,0.7411416266302412,BG,2
16816.666666666668,600,533,1010,1010,0.3,LK,1
16833.333333333332,631,528,1011,1011,0.4213351011276245,YOLO,1
16833.333333333332,1149,500,1011,1011,0.6564678376474382,BG,2
16850.0,630,528,1012,1012,0.4,LK,1
16850.0,1138,495,1012,1012,0.7171208543480075,BG,2
16866.666666666668,1127,490,1013,1013,0.6948268209617899,BG,2
16866.666666666668,659,515,1013,1013,0.6808730066432692,BG,1
16883.333333333332,1115,485,1014,1014,0.7059936943317515,BG,2
16883.333333333332,675,509,1014,1014,0.7192877633878502,BG,1
16900.0,691,503,1015,1015,0.7405115231394724,BG,1
16900.0,1103,480,1015,1015,0.6772362685323776,BG,2
16916.666666666668,1090,475,1016,1016,0.752402061635402,BG,2
16916.666666666668,707,497,1016,1016,0.6951034666118668,BG,1
16933.333333333332,1077,470,1017,1017,0.6981495213799727,BG,2
16933.333333333332,724,491,1017,1017,0.708294239616913,BG,1
16950.0,1064,465,1018,1018,0.6721014975502076,BG,2
16950.0,741,485,1018,1018,0.6895392810929443,BG,1
16966.666666666664,1051,461,1019,1019,0.6410351607821445,BG,2
16966.666666666664,758,479,1019,1019,0.6753908294354454,BG,1
16983.333333333336,776,474,1020,1020,0.7171208523366621,BG,1
16983.333333333336,1037,456,1020,1020,0.7176767676094518,BG,2
17000.0,794,468,1021,1021,0.6865745897209237,BG,1
17000.0,1023,452,1021,1021,0.6935989106655485,BG,2
17016.666666666664,1008,447,1022,1022,0.6730367163034771,BG,2
17016.666666666664,812,463,1022,1022,0.6865745897209237,BG,1
17033.333333333332,832,458,1023,1023,0.7281472118602236,BG,1
17033.333333333332,993,443,1023,1023,0.6863235028480623,BG,2
17050.0,851,453,1024,1024,0.6587803280305379,BG,1
17050.0,977,439,1024,1024,0.6929053609322435,BG,2
17066.666666666668,871,448,1025,1025,0.6887376772400907,BG,1
17066.666666666668,961,435,1025,1025,0.6943798954658404,BG,2
17083.333333333332,891,443,1026,1026,0.5964216640338037,BG,1
17083.333333333332,945,431,1026,1026,0.6679100614493977,BG,2
17100.0,891,443,1027,1027,0.4,LK,1
17100.0,658,430,1027,1027,0.6211044788360596,YOLO,2
17116.666666666668,891,443,1028,1028,0.3,LK,1
17116.666666666668,657,430,1028,1028,0.4,LK,2
17133.333333333332,657,430,1029,1029,0.3,LK,2
17133.333333333332,956,430,1029,1029,0.7053769327831894,BG,1
17150.0,956,429,1030,1030,0.4,LK,1
17150.0,643,429,1030,1030,0.2,LK,2
17166.666666666668,956,429,1031,1031,0.3,LK,1
17166.666666666668,628,429,1031,1031,0.2,LK,2
17183.333333333332,628,429,1032,1032,0.2,LK,2
17183.333333333332,1026,419,1032,1032,0.5769917368888855,YOLO,1
17200.0,628,429,1033,1033,0.2,LK,2
17200.0,1051,416,1033,1033,0.5712132446666832,BG,1
17216.666666666664,628,429,1034,1034,0.2,LK,2
17216.666666666664,1076,415,1034,1034,0.6519206762313843,YOLO,1
17233.333333333336,628,429,1035,1035,0.2,LK,2
17233.333333333336,1100,411,1035,1035,0.5548791285324388,BG,1
17250.0,774,406,1036,1036,0.620843231678009,YOLO,2
17250.0,1125,409,1036,1036,0.5838615373682173,BG,1
17266.666666666664,751,404,1037,1037,0.7319937348365784,YOLO,2
17266.666666666664,1125,408,1037,1037,0.4,LK,1
17283.333333333332,751,403,1038,1038,0.4,LK,2
17283.333333333332,1125,408,1038,1038,0.3,LK,1
17300.0,751,403,1039,1039,0.3,LK,2
17300.0,1211,404,1039,1039,0.4385858178138733,YOLO,1
17316.666666666668,1210,404,1040,1040,0.4,LK,1
17316.666666666668,751,403,1040,1040,0.2,LK,2
17333.333333333332,751,403,1041,1041,0.2,LK,2
17333.333333333332,1210,404,1041,1041,0.3,LK,1
17350.0,1210,404,1042,1042,0.2,LK,1
17350.0,751,403,1042,1042,0.2,LK,2
17366.666666666668,1210,404,1043,1043,0.2,LK,1
17366.666666666668,751,403,1043,1043,0.2,LK,2
17383.333333333332,424,425,1044,1044,0.5358572563049143,BG,2
17383.333333333332,1210,404,1044,1044,0.2,LK,1
17400.0,424,425,1045,1045,0.4,LK,2
17400.0,1400,403,1045,1045,0.6511204838752747,YOLO,1
17416.666666666668,1433,404,1046,1046,0.7972566485404968,YOLO,1
17416.666666666668,509,403,1046,1046,0.38780921697616577,YOLO,2
17433.333333333332,385,428,1047,1047,0.8061450660379307,BG,2
17433.333333333332,1470,406,1047,1047,0.8151363134384155,YOLO,1
17450.0,442,406,1048,1048,0.8168757557868958,YOLO,2
17450.0,1507,408,1048,1048,0.8276271820068359,YOLO,1
17466.666666666664,409,409,1049,1049,0.37224799394607544,YOLO,2
17466.666666666664,1545,410,1049,1049,0.8053542971611023,YOLO,1
17483.333333333336,1541,413,1050,1050,0.4,LK,1
17483.333333333336,376,409,1050,1050,0.6108759556927862,BG,2
17500.0,1541,413,1051,1051,0.3,LK,1
17500.0,322,435,1051,1051,0.5075898592888367,BG,2
17516.666666666664,311,437,1052,1052,0.658792560873543,BG,2
17516.666666666664,1666,421,1052,1052,0.8334436416625977,YOLO,1
17533.333333333332,310,437,1053,1053,0.4,LK,2
17533.333333333332,1710,426,1053,1053,0.6688954830169678,YOLO,1
17550.0,207,430,1054,1054,0.8320464491844177,YOLO,2
17550.0,1755,432,1054,1054,0.8323338031768799,YOLO,1
17566.666666666668,161,436,1055,1055,0.8388252258300781,YOLO,2
17566.666666666668,1755,428,1055,1055,0.4,LK,1
17583.333333333332,113,442,1056,1056,0.4,LK,2
17583.333333333332,1795,434,1056,1056,0.7114959615650317,BG,1
17600.0,115,443,1057,1057,0.5491062067024735,BG,2
17600.0,1849,444,1057,1057,0.8061450913447775,BG,1
17616.666666666668,1913,454,1058,1058,0.7486279056871123,BG,1
17616.666666666668,13,460,1058,1058,0.7250961661338806,YOLO,2
17633.333333333332,206,455,1059,1059,0.38662952184677124,YOLO,2
17650.0,206,455,1060,1060,0.4,LK,2
17666.666666666668,206,455,1061,1061,0.3,LK,2
19333.333333333332,117,288,1161,1161,0.8006155490875244,YOLO,2
19350.0,116,288,1162,1162,0.4,LK,2
19366.666666666668,116,288,1163,1163,0.3,LK,2
19383.333333333332,264,298,1164,1164,0.8085181428902573,BG,2
19400.0,414,313,1165,1165,0.8341430425643921,YOLO,2
19416.666666666668,471,319,1166,1166,0.519464910030365,YOLO,2
19433.333333333332,471,319,1167,1167,0.4,LK,2
19450.0,584,334,1168,1168,0.8516761660575867,YOLO,2
19466.666666666664,634,337,1169,1169,0.779533326625824,YOLO,2
19483.333333333336,548,329,1170,1170,0.4,LK,2
19500.0,548,329,1171,1171,0.3,LK,2
19516.666666666664,761,359,1172,1172,0.7907808423042297,YOLO,2
19533.333333333332,761,358,1173,1173,0.4,LK,2
19550.0,761,358,1174,1174,0.3,LK,2
19566.666666666668,875,381,1175,1175,0.7707192301750183,YOLO,2
19583.333333333332,909,388,1176,1176,0.8134254813194275,YOLO,2
19600.0,887,392,1177,1177,0.4,LK,2
19616.666666666668,971,403,1178,1178,0.632969856262207,YOLO,2
19633.333333333332,998,409,1179,1179,0.6384683124970926,BG,2
19650.0,1027,417,1180,1180,0.8206478953361511,YOLO,2
19666.666666666668,385,431,1181,1181,0.6737651190752144,BG,2
19683.333333333332,1077,431,1182,1182,0.6123056089321626,BG,2
19700.0,1100,439,1183,1183,0.6012979338478888,BG,2
19716.666666666664,1123,446,1184,1184,0.6082147725892362,BG,2
19733.333333333336,1145,454,1185,1185,0.6608270052937837,BG,2
19750.0,1166,462,1186,1186,0.6288634838411926,BG,2
19766.666666666664,1186,469,1187,1187,0.6935989135132409,BG,2
19783.333333333332,1205,477,1188,1188,0.5857057496078331,BG,2
19800.0,1224,485,1189,1189,0.7332215697643618,BG,2
19816.666666666668,1242,492,1190,1190,0.7486183572202703,BG,2
19833.333333333332,1259,500,1191,1191,0.7449715536192559,BG,2
19850.0,1276,508,1192,1192,0.7624022390835566,BG,2
19866.666666666668,1292,515,1193,1193,0.7435380322334679,BG,2
19883.333333333332,1307,523,1194,1194,0.7804563239090698,BG,2
19900.0,1322,531,1195,1195,0.769551181452664,BG,2
19916.666666666668,1337,538,1196,1196,0.7364216074896343,BG,2
19933.333333333332,1351,546,1197,1197,0.7212126553298834,BG,2
19950.0,1364,554,1198,1198,0.8138538558734802,BG,2
19966.666666666664,1377,562,1199,1199,0.6772362739073295,BG,2
19983.333333333336,1389,569,1200,1200,0.6642896493651599,BG,2
20000.0,1402,577,1201,1201,0.6822824868031551,BG,2
20016.666666666664,1406,577,1202,1202,0.4,LK,2
20033.333333333332,1426,578,1203,1203,0.3,LK,2
20050.0,1426,578,1204,1204,0.2,LK,2
20066.666666666668,1426,578,1205,1205,0.2,LK,2
20083.333333333332,1458,617,1206,1206,0.7457506314283824,BG,2
20100.0,1468,625,1207,1207,0.7529704174988745,BG,2
20116.666666666668,1477,626,1208,1208,0.6492428432764191,BG,2
20133.333333333332,1478,626,1209,1209,0.4,LK,2
20150.0,1481,622,1210,1210,0.3,LK,2
20166.666666666668,1468,621,1211,1211,0.2,LK,2
20183.333333333332,1468,621,1212,1212,0.2,LK,2
20200.0,712,537,1213,1213,0.6063886036065611,BG,2
20216.666666666664,721,541,1214,1214,0.6473589826355701,BG,2
20233.333333333336,729,546,1215,1215,0.6473589826355701,BG,2
20250.0,729,545,1216,1216,0.4,LK,2
20266.666666666664,728,545,1217,1217,0.3,LK,2
20283.333333333332,728,545,1218,1218,0.2,LK,2
20300.0,728,545,1219,1219,0.2,LK,2
20316.666666666668,757,544,1220,1220,0.6737651190752144,BG,2
20333.333333333332,757,543,1221,1221,0.4,LK,2
20350.0,756,543,1222,1222,0.3,LK,2
20366.666666666668,759,543,1223,1223,0.2,LK,2
20383.333333333332,791,542,1224,1224,0.2,LK,2
20400.0,790,542,1225,1225,0.2,LK,2
20416.666666666668,790,542,1226,1226,0.2,LK,2
20433.333333333332,790,542,1227,1227,0.2,LK,2
20450.0,790,542,1228,1228,0.2,LK,2
20466.666666666664,790,542,1229,1229,0.2,LK,2
20483.333333333336,790,542,1230,1230,0.2,LK,2
20500.0,790,542,1231,1231,0.2,LK,2
20516.666666666664,790,542,1232,1232,0.2,LK,2
20533.333333333332,790,542,1233,1233,0.2,LK,2
20550.0,790,542,1234,1234,0.2,LK,2
20566.666666666668,790,542,1235,1235,0.2,LK,2
20583.333333333332,1609,510,1236,1236,0.5528798485556504,BG,2
20600.0,1606,509,1237,1237,0.4,LK,2
20616.666666666668,1532,481,1238,1238,0.6268724475906414,BG,2
20633.333333333332,1513,473,1239,1239,0.6454032065639491,BG,2
20650.0,1493,466,1240,1240,0.59890232454969,BG,2
20666.666666666668,1474,459,1241,1241,0.6465071707648269,BG,2
20683.333333333332,1454,452,1242,1242,0.5988946857762162,BG,2
20700.0,1434,445,1243,1243,0.6610310931550586,BG,2
20716.666666666664,1414,438,1244,1244,0.6283158706666273,BG,2
20733.333333333336,1393,431,1245,1245,0.6803724298137155,BG,2
20750.0,1372,425,1246,1246,0.6876491402930065,BG,2
20766.666666666664,1351,418,1247,1247,0.6458200789189357,BG,2
20783.333333333332,1329,412,1248,1248,0.6793466012791453,BG,2
20800.0,1308,406,1249,1249,0.6230622094614712,BG,2
20816.666666666668,1286,399,1250,1250,0.6151604695480664,BG,2
20833.333333333332,1264,394,1251,1251,0.5889948443484181,BG,2
20850.0,1245,389,1252,1252,0.6362380867588684,BG,2
20866.666666666668,1244,388,1253,1253,0.4,LK,2
20883.333333333332,1244,388,1254,1254,0.3,LK,2
20900.0,1172,371,1255,1255,0.7728114128112793,YOLO,2
20916.666666666668,1148,366,1256,1256,0.5068999846743087,BG,2
20933.333333333332,1123,361,1257,1257,0.5099931359291077,YOLO,2
20950.0,1098,356,1258,1258,0.552182666576642,BG,2
20966.666666666664,1073,351,1259,1259,0.6255685712454342,BG,2
20983.333333333336,1048,347,1260,1260,0.6578143738869514,BG,2
21000.0,1022,342,1261,1261,0.6366900393527289,BG,2
21016.666666666664,996,338,1262,1262,0.6089467274314192,BG,2
21033.333333333332,970,334,1263,1263,0.6233189698203205,BG,2
21050.0,944,330,1264,1264,0.6124308213186912,BG,2
21066.666666666668,917,327,1265,1265,0.5928229102197647,BG,2
21083.333333333332,889,323,1266,1266,0.5661397564217925,BG,2
21100.0,863,320,1267,1267,0.6400154380146549,BG,2
21116.666666666668,835,317,1268,1268,0.5214644019830688,BG,2
21133.333333333332,834,316,1269,1269,0.4,LK,2
21150.0,834,316,1270,1270,0.3,LK,2
21166.666666666668,748,309,1271,1271,0.7549100518226624,YOLO,2
21183.333333333332,747,308,1272,1272,0.4,LK,2
21200.0,747,308,1273,1273,0.3,LK,2
21216.666666666664,747,308,1274,1274,0.2,LK,2
21233.333333333336,747,308,1275,1275,0.2,LK,2
21250.0,747,308,1276,1276,0.2,LK,2
21266.666666666664,747,308,1277,1277,0.2,LK,2
21283.333333333332,747,308,1278,1278,0.2,LK,2
21300.0,747,308,1279,1279,0.2,LK,2
21316.666666666668,747,308,1280,1280,0.2,LK,2
21333.333333333332,747,308,1281,1281,0.2,LK,2
21350.0,747,308,1282,1282,0.2,LK,2
21366.666666666668,370,301,1283,1283,0.5661531276599797,BG,2
21383.333333333332,369,301,1284,1284,0.4,LK,2
21400.0,369,301,1285,1285,0.3,LK,2
21416.666666666668,369,301,1286,1286,0.2,LK,2
21433.333333333332,369,301,1287,1287,0.2,LK,2
21450.0,369,301,1288,1288,0.2,LK,2
21466.666666666664,369,301,1289,1289,0.2,LK,2
21483.333333333336,117,319,1290,1290,0.4880257844924927,YOLO,2
21500.0,78,322,1291,1291,0.7635704874992371,YOLO,2
21516.666666666664,78,322,1292,1292,0.4,LK,2
21533.333333333332,78,322,1293,1293,0.3,LK,2
21550.0,78,322,1294,1294,0.2,LK,2
21566.666666666668,78,322,1295,1295,0.2,LK,2
21583.333333333332,78,322,1296,1296,0.2,LK,2
21600.0,78,322,1297,1297,0.2,LK,2
21616.666666666668,78,322,1298,1298,0.2,LK,2
21633.333333333332,78,322,1299,1299,0.2,LK,2
21650.0,78,322,1300,1300,0.2,LK,2
21666.666666666668,78,322,1301,1301,0.2,LK,2
21683.333333333332,78,322,1302,1302,0.2,LK,2
21700.0,78,322,1303,1303,0.2,LK,2
21716.666666666664,78,322,1304,1304,0.2,LK,2
21733.333333333336,78,322,1305,1305,0.2,LK,2
21750.0,78,322,1306,1306,0.2,LK,2
21766.666666666664,78,322,1307,1307,0.2,LK,2
21783.333333333332,78,322,1308,1308,0.2,LK,2
21800.0,78,322,1309,1309,0.2,LK,2
21816.666666666668,78,322,1310,1310,0.2,LK,2
21833.333333333332,78,322,1311,1311,0.2,LK,2
21850.0,78,322,1312,1312,0.2,LK,2
21866.666666666668,78,322,1313,1313,0.2,LK,2
21883.333333333332,78,322,1314,1314,0.2,LK,2
21900.0,78,322,1315,1315,0.2,LK,2
21916.666666666668,78,322,1316,1316,0.2,LK,2
21933.333333333332,78,322,1317,1317,0.2,LK,2
21950.0,78,322,1318,1318,0.2,LK,2
21966.666666666664,78,322,1319,1319,0.2,LK,2
21983.333333333336,78,321,1320,1320,0.2,LK,2
22000.0,78,321,1321,1321,0.2,LK,2
23366.666666666668,12,403,1403,1403,0.5811596512794495,YOLO,2
23383.333333333332,11,402,1404,1404,0.4,LK,2
23400.0,11,402,1405,1405,0.3,LK,2
23416.666666666668,117,418,1406,1406,0.8217029571533203,YOLO,2
23433.333333333332,117,418,1407,1407,0.4,LK,2
23450.0,186,431,1408,1408,0.8206031322479248,YOLO,2
23466.666666666664,185,430,1409,1409,0.4,LK,2
23500.0,283,451,1411,1411,0.3857709467411041,YOLO,2
23516.666666666664,284,454,1412,1412,0.4,LK,2
23616.666666666668,486,503,1418,1418,0.8332117199897766,YOLO,2
23633.333333333332,515,511,1419,1419,0.5412780611324063,BG,2
23650.0,533,518,1420,1420,0.6649990920263368,BG,2
23666.666666666668,569,526,1421,1421,0.5953969514499048,BG,2
23683.333333333332,568,526,1422,1422,0.4,LK,2
23700.0,229,353,1423,1423,0.6430287075658971,BG,2
23716.666666666664,636,552,1424,1424,0.5487856891751663,BG,2
23733.333333333336,636,552,1425,1425,0.4,LK,2
23750.0,685,572,1426,1426,0.7378807663917542,YOLO,2
23766.666666666664,707,580,1427,1427,0.6331694576745494,BG,2
23783.333333333332,728,589,1428,1428,0.6639006173840292,BG,2
23800.0,751,599,1429,1429,0.8051339983940125,YOLO,2
23816.666666666668,770,606,1430,1430,0.5404072817068433,BG,2
23833.333333333332,792,617,1431,1431,0.6419596879556541,BG,2
23850.0,813,627,1432,1432,0.6917493175722135,BG,2
23866.666666666668,833,636,1433,1433,0.6664853611069185,BG,2
23883.333333333332,853,646,1434,1434,0.6407287710228166,BG,2
23900.0,872,656,1435,1435,0.6689953537073591,BG,2
23916.666666666668,886,654,1436,1436,0.793351728840878,BG,2
23933.333333333332,894,644,1437,1437,0.7552097786750241,BG,2
23950.0,903,635,1438,1438,0.8085181362364084,BG,2
23966.666666666664,912,626,1439,1439,0.8085181428902573,BG,2
23983.333333333336,921,618,1440,1440,0.7205669990505783,BG,2
24000.0,931,607,1441,1441,0.5475231182850782,BG,2
24016.666666666664,939,601,1442,1442,0.7783402421328645,BG,2
24033.333333333332,948,595,1443,1443,0.7948195338249207,YOLO,2
24050.0,956,587,1444,1444,0.7636004745694337,BG,2
24066.666666666668,964,580,1445,1445,0.4,LK,2
24083.333333333332,973,574,1446,1446,0.74759848491876,BG,2
24100.0,981,568,1447,1447,0.5764535992404627,BG,2
24116.666666666668,990,562,1448,1448,0.6702264155759213,BG,2
24133.333333333332,998,557,1449,1449,0.7912165427582412,BG,2
24150.0,1006,551,1450,1450,0.7059936943317515,BG,2
24166.666666666668,1014,547,1451,1451,0.6468145143122059,BG,2
24183.333333333332,1022,542,1452,1452,0.7419766680691412,BG,2
24200.0,1031,538,1453,1453,0.6628303876311875,BG,2
24216.666666666664,1039,535,1454,1454,0.572700352849684,BG,2
24233.333333333336,1047,531,1455,1455,0.6244646112441403,BG,2
24250.0,1055,528,1456,1456,0.5408315188142632,BG,2
24266.666666666664,1063,525,1457,1457,0.7629588087657795,BG,2
24283.333333333332,1071,522,1458,1458,0.6062568314641069,BG,2
24300.0,1078,520,1459,1459,0.6667718287044598,BG,2
24316.666666666668,1086,519,1460,1460,0.6492428432764191,BG,2
24333.333333333332,1094,517,1461,1461,0.6916933666976804,BG,2
24350.0,1101,516,1462,1462,0.607851746491901,BG,2
24366.666666666668,1109,515,1463,1463,0.5659309363890113,BG,2
24383.333333333332,1116,514,1464,1464,0.646229180131302,BG,2
24400.0,1124,513,1465,1465,0.607851746491901,BG,2
24416.666666666668,1131,513,1466,1466,0.6492428432764191,BG,2
24433.333333333332,1138,513,1467,1467,0.6492428432764191,BG,2
